"site_id";"bio01_LGM";"bio01_current";"bio01_little_ice_age";"bio01_medieval_warm";"bio01_mid_Holocene";"bio01_other";"bio03_LGM";"bio03_current";"bio03_little_ice_age";"bio03_medieval_warm";"bio03_mid_Holocene";"bio03_other";"bio12_LGM";"bio12_current";"bio12_little_ice_age";"bio12_medieval_warm";"bio12_mid_Holocene";"bio12_other"
"257";"204-b";273.018181818182;282.5;281.68;281.875;281.695238095238;278.217877094972;31.9909090909091;34.2;34.24;34.05;28.6952380952381;30.4553072625698;339.636363636364;307;329.6;322.75;296.571428571429;315.26404494382
"258";"204-c";273.018181818182;282.5;281.68;281.875;281.695238095238;278.217877094972;31.9909090909091;34.2;34.24;34.05;28.6952380952381;30.4553072625698;339.636363636364;307;329.6;322.75;296.571428571429;315.26404494382
"259";"206-a";278.654545454545;286.7;285.9;286.125;285.442857142857;282.562011173184;31.4818181818182;33.3;32.14;32.525;28.1285714285714;29.4960893854749;226.181818181818;203;240.8;239;205.571428571429;218.977528089888
"260";"206-b";278.654545454545;286.7;285.9;286.125;285.442857142857;282.562011173184;31.4818181818182;33.3;32.14;32.525;28.1285714285714;29.4960893854749;226.181818181818;203;240.8;239;205.571428571429;218.977528089888
"261";"206-c";278.654545454545;286.7;285.9;286.125;285.442857142857;282.562011173184;31.4818181818182;33.3;32.14;32.525;28.1285714285714;29.4960893854749;226.181818181818;203;240.8;239;205.571428571429;218.977528089888
"262";"207-a";286.772727272727;291.9;291.06;291.35;290.790476190476;289.141899441341;40.9909090909091;43.9;43.44;44.425;38.6619047619048;39.0279329608939;162;118;144.2;155.25;146.47619047619;156.252808988764
"263";"207-b";286.772727272727;291.9;291.06;291.35;290.790476190476;289.141899441341;40.9909090909091;43.9;43.44;44.425;38.6619047619048;39.0279329608939;162;118;144.2;155.25;146.47619047619;156.252808988764
"264";"207-c";286.772727272727;291.9;291.06;291.35;290.790476190476;289.141899441341;40.9909090909091;43.9;43.44;44.425;38.6619047619048;39.0279329608939;162;118;144.2;155.25;146.47619047619;156.252808988764
"265";"208-a";286.927272727273;292;291.24;291.525;290.947619047619;289.315083798883;40.9181818181818;43.8;43.36;44.25;38.6095238095238;38.9893854748603;159.818181818182;118;142.4;153.25;144.380952380952;154.044943820225
"266";"208-b";286.927272727273;292;291.24;291.525;290.947619047619;289.315083798883;40.9181818181818;43.8;43.36;44.25;38.6095238095238;38.9893854748603;159.818181818182;118;142.4;153.25;144.380952380952;154.044943820225
"267";"208-c";286.927272727273;292;291.24;291.525;290.947619047619;289.315083798883;40.9181818181818;43.8;43.36;44.25;38.6095238095238;38.9893854748603;159.818181818182;118;142.4;153.25;144.380952380952;154.044943820225
"268";"209-a";286.609090909091;291.7;290.88;291.175;290.628571428571;288.984357541899;40.9636363636364;44;43.5;44.475;38.6476190476191;39.0262569832402;166.272727272727;121;146.4;157.75;149.666666666667;159.376404494382
"269";"209-b";286.609090909091;291.7;290.88;291.175;290.628571428571;288.984357541899;40.9636363636364;44;43.5;44.475;38.6476190476191;39.0262569832402;166.272727272727;121;146.4;157.75;149.666666666667;159.376404494382
"270";"209-c";286.609090909091;291.7;290.88;291.175;290.628571428571;288.984357541899;40.9636363636364;44;43.5;44.475;38.6476190476191;39.0262569832402;166.272727272727;121;146.4;157.75;149.666666666667;159.376404494382
"271";"210-a";286.772727272727;291.9;291.06;291.35;290.790476190476;289.141899441341;40.9909090909091;43.9;43.44;44.425;38.6619047619048;39.0279329608939;162;118;144.2;155.25;146.47619047619;156.252808988764
"272";"210-b";286.772727272727;291.9;291.06;291.35;290.790476190476;289.141899441341;40.9909090909091;43.9;43.44;44.425;38.6619047619048;39.0279329608939;162;118;144.2;155.25;146.47619047619;156.252808988764
"273";"210-c";286.772727272727;291.9;291.06;291.35;290.790476190476;289.141899441341;40.9909090909091;43.9;43.44;44.425;38.6619047619048;39.0279329608939;162;118;144.2;155.25;146.47619047619;156.252808988764
"274";"211-a";286.827272727273;291.9;291.14;291.425;290.847619047619;289.215083798883;40.9;43.8;43.38;44.325;38.6238095238095;38.9854748603352;161.272727272727;118;141;152.5;144.619047619048;154.460674157303
"275";"211-b";286.827272727273;291.9;291.14;291.425;290.847619047619;289.215083798883;40.9;43.8;43.38;44.325;38.6238095238095;38.9854748603352;161.272727272727;118;141;152.5;144.619047619048;154.460674157303
"276";"211-c";286.827272727273;291.9;291.14;291.425;290.847619047619;289.215083798883;40.9;43.8;43.38;44.325;38.6238095238095;38.9854748603352;161.272727272727;118;141;152.5;144.619047619048;154.460674157303
"277";"212-a";286.609090909091;291.7;290.88;291.175;290.628571428571;288.984357541899;40.9636363636364;44;43.5;44.475;38.6476190476191;39.0262569832402;166.272727272727;121;146.4;157.75;149.666666666667;159.376404494382
"278";"212-b";286.609090909091;291.7;290.88;291.175;290.628571428571;288.984357541899;40.9636363636364;44;43.5;44.475;38.6476190476191;39.0262569832402;166.272727272727;121;146.4;157.75;149.666666666667;159.376404494382
"279";"212-c";286.609090909091;291.7;290.88;291.175;290.628571428571;288.984357541899;40.9636363636364;44;43.5;44.475;38.6476190476191;39.0262569832402;166.272727272727;121;146.4;157.75;149.666666666667;159.376404494382
"280";"225-a";292.290909090909;294.5;293.78;294.025;293.661904761905;293.094972067039;47.2;47.3;46.12;47.275;49.2571428571429;48.8737430167598;152;193;185.8;181.5;187.571428571429;173.932584269663
"281";"225-b";292.290909090909;294.5;293.78;294.025;293.661904761905;293.094972067039;47.2;47.3;46.12;47.275;49.2571428571429;48.8737430167598;152;193;185.8;181.5;187.571428571429;173.932584269663
"282";"225-c";292.290909090909;294.5;293.78;294.025;293.661904761905;293.094972067039;47.2;47.3;46.12;47.275;49.2571428571429;48.8737430167598;152;193;185.8;181.5;187.571428571429;173.932584269663
"283";"227-a";291.990909090909;294.4;293.68;293.675;293.404761904762;292.812849162011;46.2727272727273;46.8;46.14;47.15;49.0190476190476;48.3759776536313;214.181818181818;271;263;256.5;261.190476190476;245.230337078652
"284";"227-b";291.990909090909;294.4;293.68;293.675;293.404761904762;292.812849162011;46.2727272727273;46.8;46.14;47.15;49.0190476190476;48.3759776536313;214.181818181818;271;263;256.5;261.190476190476;245.230337078652
"285";"227-c";291.990909090909;294.4;293.68;293.675;293.404761904762;292.812849162011;46.2727272727273;46.8;46.14;47.15;49.0190476190476;48.3759776536313;214.181818181818;271;263;256.5;261.190476190476;245.230337078652
"286";"228-a";291.963636363636;294.4;293.66;293.625;293.380952380952;292.796089385475;46.2363636363636;47;46.14;47.125;49;48.4167597765363;222.636363636364;280;274.6;266.25;270.761904761905;254.674157303371
"287";"228-b";291.963636363636;294.4;293.66;293.625;293.380952380952;292.796089385475;46.2363636363636;47;46.14;47.125;49;48.4167597765363;222.636363636364;280;274.6;266.25;270.761904761905;254.674157303371
"288";"228-c";291.963636363636;294.4;293.66;293.625;293.380952380952;292.796089385475;46.2363636363636;47;46.14;47.125;49;48.4167597765363;222.636363636364;280;274.6;266.25;270.761904761905;254.674157303371
"289";"38-a";291.909090909091;295.1;294.9;294.8;294.285714285714;293.433519553073;62.0272727272727;67.4;69.08;67.725;61.1047619047619;64.2709497206704;1370.45454545455;741;722.2;747.75;964.47619047619;1187.36516853933
"290";"38-b";291.909090909091;295.1;294.9;294.8;294.285714285714;293.433519553073;62.0272727272727;67.4;69.08;67.725;61.1047619047619;64.2709497206704;1370.45454545455;741;722.2;747.75;964.47619047619;1187.36516853933
"291";"38-c";291.909090909091;295.1;294.9;294.8;294.285714285714;293.433519553073;62.0272727272727;67.4;69.08;67.725;61.1047619047619;64.2709497206704;1370.45454545455;741;722.2;747.75;964.47619047619;1187.36516853933
"292";"41-a";294.5;299.4;299.2;299.125;298.271428571429;296.822346368715;51.7181818181818;65.1;66.76;64.05;56.5333333333333;57.308938547486;1193.36363636364;593;570.8;593;785.857142857143;1008.74719101124
"293";"41-b";294.5;299.4;299.2;299.125;298.271428571429;296.822346368715;51.7181818181818;65.1;66.76;64.05;56.5333333333333;57.308938547486;1193.36363636364;593;570.8;593;785.857142857143;1008.74719101124
"294";"41-c";294.5;299.4;299.2;299.125;298.271428571429;296.822346368715;51.7181818181818;65.1;66.76;64.05;56.5333333333333;57.308938547486;1193.36363636364;593;570.8;593;785.857142857143;1008.74719101124
"295";"42-a";294.5;299.4;299.2;299.1;298.271428571429;296.821787709497;51.7363636363636;65.1;66.86;64.05;56.5666666666667;57.3402234636872;1194.90909090909;593;571.2;594.25;786.428571428571;1009.55617977528
"296";"42-b";294.5;299.4;299.2;299.1;298.271428571429;296.821787709497;51.7363636363636;65.1;66.86;64.05;56.5666666666667;57.3402234636872;1194.90909090909;593;571.2;594.25;786.428571428571;1009.55617977528
"297";"42-c";294.5;299.4;299.2;299.1;298.271428571429;296.821787709497;51.7363636363636;65.1;66.86;64.05;56.5666666666667;57.3402234636872;1194.90909090909;593;571.2;594.25;786.428571428571;1009.55617977528
"298";"44-a";282.8;287;286;286.1;286.32380952381;285.105586592179;47.3454545454546;44;44.4;45.525;49.8428571428571;49.7251396648045;366;314;331.4;331.25;299.666666666667;322.129213483146
"299";"44-b";282.8;287;286;286.1;286.32380952381;285.105586592179;47.3454545454546;44;44.4;45.525;49.8428571428571;49.7251396648045;366;314;331.4;331.25;299.666666666667;322.129213483146
"300";"44-c";282.8;287;286;286.1;286.32380952381;285.105586592179;47.3454545454546;44;44.4;45.525;49.8428571428571;49.7251396648045;366;314;331.4;331.25;299.666666666667;322.129213483146
"301";"45-a";285.1;289.1;288.18;288.3;288.509523809524;287.313407821229;47.1454545454545;43.3;43.74;44.9;48.9285714285714;49.6256983240224;447.363636363636;377;401;398.5;358.714285714286;387.415730337079
"302";"45-b";285.1;289.1;288.18;288.3;288.509523809524;287.313407821229;47.1454545454545;43.3;43.74;44.9;48.9285714285714;49.6256983240224;447.363636363636;377;401;398.5;358.714285714286;387.415730337079
"303";"45-c";285.1;289.1;288.18;288.3;288.509523809524;287.313407821229;47.1454545454545;43.3;43.74;44.9;48.9285714285714;49.6256983240224;447.363636363636;377;401;398.5;358.714285714286;387.415730337079
"304";"46-a";286.063636363636;289.9;289.08;289.2;289.428571428571;288.235195530726;46.5636363636364;42.7;42.9;43.975;47.9428571428571;48.8324022346369;394.181818181818;333;352.8;347.25;308.904761904762;337.275280898876
"305";"46-b";286.063636363636;289.9;289.08;289.2;289.428571428571;288.235195530726;46.5636363636364;42.7;42.9;43.975;47.9428571428571;48.8324022346369;394.181818181818;333;352.8;347.25;308.904761904762;337.275280898876
"306";"46-c";286.063636363636;289.9;289.08;289.2;289.428571428571;288.235195530726;46.5636363636364;42.7;42.9;43.975;47.9428571428571;48.8324022346369;394.181818181818;333;352.8;347.25;308.904761904762;337.275280898876
"307";"47-a";284.981818181818;289.2;288.2;288.225;288.490476190476;287.257541899441;46.4909090909091;43.9;44.18;45.375;50.1380952380952;49.7983240223464;546.909090909091;477;504;500.5;455.380952380952;487.573033707865
"308";"47-b";284.981818181818;289.2;288.2;288.225;288.490476190476;287.257541899441;46.4909090909091;43.9;44.18;45.375;50.1380952380952;49.7983240223464;546.909090909091;477;504;500.5;455.380952380952;487.573033707865
"309";"47-c";284.981818181818;289.2;288.2;288.225;288.490476190476;287.257541899441;46.4909090909091;43.9;44.18;45.375;50.1380952380952;49.7983240223464;546.909090909091;477;504;500.5;455.380952380952;487.573033707865
"310";"49-a";288.618181818182;291.8;291.3;291.325;291.390476190476;290.416201117318;51.5545454545455;47.7;46.76;48.425;51.447619047619;53.1581005586592;81.2727272727273;67;68.8;70;60.2380952380952;66.9269662921348
"311";"49-b";288.618181818182;291.8;291.3;291.325;291.390476190476;290.416201117318;51.5545454545455;47.7;46.76;48.425;51.447619047619;53.1581005586592;81.2727272727273;67;68.8;70;60.2380952380952;66.9269662921348
"312";"49-c";288.618181818182;291.8;291.3;291.325;291.390476190476;290.416201117318;51.5545454545455;47.7;46.76;48.425;51.447619047619;53.1581005586592;81.2727272727273;67;68.8;70;60.2380952380952;66.9269662921348
"313";"52-a";289.218181818182;292.4;291.94;291.975;292.076190476191;291.05251396648;50.3545454545455;47;45.86;47.425;50.5952380952381;52.263687150838;108.636363636364;88;91.6;93.25;80.0952380952381;88.7247191011236
"314";"52-b";289.218181818182;292.4;291.94;291.975;292.076190476191;291.05251396648;50.3545454545455;47;45.86;47.425;50.5952380952381;52.263687150838;108.636363636364;88;91.6;93.25;80.0952380952381;88.7247191011236
"315";"52-c";289.218181818182;292.4;291.94;291.975;292.076190476191;291.05251396648;50.3545454545455;47;45.86;47.425;50.5952380952381;52.263687150838;108.636363636364;88;91.6;93.25;80.0952380952381;88.7247191011236
"316";"56-a";286.772727272727;290.2;289.54;289.65;289.790476190476;288.727374301676;46.2727272727273;43;41.88;43.3;46.0476190476191;47.9675977653631;194.454545454545;160;167.8;169.75;149.571428571429;163.398876404494
"317";"56-b";286.772727272727;290.2;289.54;289.65;289.790476190476;288.727374301676;46.2727272727273;43;41.88;43.3;46.0476190476191;47.9675977653631;194.454545454545;160;167.8;169.75;149.571428571429;163.398876404494
"318";"56-c";286.772727272727;290.2;289.54;289.65;289.790476190476;288.727374301676;46.2727272727273;43;41.88;43.3;46.0476190476191;47.9675977653631;194.454545454545;160;167.8;169.75;149.571428571429;163.398876404494
"319";"58-a";285.545454545455;289.1;288.42;288.5;288.652380952381;287.577653631285;45.8454545454546;42.4;41.82;43.25;45.7238095238095;47.7469273743017;250.363636363636;206;217.2;220.75;194.761904761905;212.578651685393
"320";"58-b";285.545454545455;289.1;288.42;288.5;288.652380952381;287.577653631285;45.8454545454546;42.4;41.82;43.25;45.7238095238095;47.7469273743017;250.363636363636;206;217.2;220.75;194.761904761905;212.578651685393
"321";"58-c";285.545454545455;289.1;288.42;288.5;288.652380952381;287.577653631285;45.8454545454546;42.4;41.82;43.25;45.7238095238095;47.7469273743017;250.363636363636;206;217.2;220.75;194.761904761905;212.578651685393
"322";"6-a";277.2;281.4;280.5;280.55;280.985714285714;279.693854748603;39.9454545454545;39.7;37.48;40.225;42.9238095238095;42.8675977653631;476.181818181818;434;460.2;461.5;421.857142857143;444.859550561798
"323";"6-b";277.2;281.4;280.5;280.55;280.985714285714;279.693854748603;39.9454545454545;39.7;37.48;40.225;42.9238095238095;42.8675977653631;476.181818181818;434;460.2;461.5;421.857142857143;444.859550561798
"324";"6-c";277.2;281.4;280.5;280.55;280.985714285714;279.693854748603;39.9454545454545;39.7;37.48;40.225;42.9238095238095;42.8675977653631;476.181818181818;434;460.2;461.5;421.857142857143;444.859550561798
"325";"60-a";285.654545454545;289.2;288.5;288.6;288.757142857143;287.682681564246;45.7545454545455;42.4;41.8;43.125;45.7142857142857;47.7145251396648;249.363636363636;205;215.8;220;194.142857142857;211.786516853933
"326";"60-b";285.654545454545;289.2;288.5;288.6;288.757142857143;287.682681564246;45.7545454545455;42.4;41.8;43.125;45.7142857142857;47.7145251396648;249.363636363636;205;215.8;220;194.142857142857;211.786516853933
"327";"60-c";285.654545454545;289.2;288.5;288.6;288.757142857143;287.682681564246;45.7545454545455;42.4;41.8;43.125;45.7142857142857;47.7145251396648;249.363636363636;205;215.8;220;194.142857142857;211.786516853933
"328";"69-a";288.581818181818;291.8;292.04;292.125;291.495238095238;290.534078212291;83.7;74.7;76.64;77.575;76.3190476190476;75.7189944134078;806.909090909091;971;862;855.75;784;789.719101123595
"329";"69-b";288.581818181818;291.8;292.04;292.125;291.495238095238;290.534078212291;83.7;74.7;76.64;77.575;76.3190476190476;75.7189944134078;806.909090909091;971;862;855.75;784;789.719101123595
"330";"69-c";288.581818181818;291.8;292.04;292.125;291.495238095238;290.534078212291;83.7;74.7;76.64;77.575;76.3190476190476;75.7189944134078;806.909090909091;971;862;855.75;784;789.719101123595
"331";"7-a";285.990909090909;288.4;287.72;287.775;287.785714285714;287.493854748603;50.5272727272727;38.6;39.14;39.25;41.3666666666667;45.9368715083799;533.090909090909;485;507.8;506.75;432.333333333333;482.213483146067
"332";"7-b";285.990909090909;288.4;287.72;287.775;287.785714285714;287.493854748603;50.5272727272727;38.6;39.14;39.25;41.3666666666667;45.9368715083799;533.090909090909;485;507.8;506.75;432.333333333333;482.213483146067
"333";"7-c";285.990909090909;288.4;287.72;287.775;287.785714285714;287.493854748603;50.5272727272727;38.6;39.14;39.25;41.3666666666667;45.9368715083799;533.090909090909;485;507.8;506.75;432.333333333333;482.213483146067
"334";"72-a";288.590909090909;291.8;292.04;292.125;291.509523809524;290.549720670391;83.7818181818182;74.7;76.7;77.55;76.3;75.7620111731844;806.818181818182;963;856.8;849.5;778;785.780898876405
"335";"72-b";288.590909090909;291.8;292.04;292.125;291.509523809524;290.549720670391;83.7818181818182;74.7;76.7;77.55;76.3;75.7620111731844;806.818181818182;963;856.8;849.5;778;785.780898876405
"336";"72-c";288.590909090909;291.8;292.04;292.125;291.509523809524;290.549720670391;83.7818181818182;74.7;76.7;77.55;76.3;75.7620111731844;806.818181818182;963;856.8;849.5;778;785.780898876405
"337";"83-a";275.209090909091;281.8;281.06;280.975;279.7;277.953072625698;33.5363636363636;35.8;36.3;35.575;28.8714285714286;30.2569832402235;843;344;417.4;457.25;610.190476190476;599.511235955056
"338";"83-b";275.209090909091;281.8;281.06;280.975;279.7;277.953072625698;33.5363636363636;35.8;36.3;35.575;28.8714285714286;30.2569832402235;843;344;417.4;457.25;610.190476190476;599.511235955056
"339";"83-c";275.209090909091;281.8;281.06;280.975;279.7;277.953072625698;33.5363636363636;35.8;36.3;35.575;28.8714285714286;30.2569832402235;843;344;417.4;457.25;610.190476190476;599.511235955056
"340";"85-a";277.963636363636;284.3;283.7;283.65;282.280952380952;280.554189944134;31.0545454545455;34;33.58;32.625;27.2428571428571;28.3463687150838;701.636363636364;308;352.2;388.25;495.619047619048;499.76404494382
"341";"85-b";277.963636363636;284.3;283.7;283.65;282.280952380952;280.554189944134;31.0545454545455;34;33.58;32.625;27.2428571428571;28.3463687150838;701.636363636364;308;352.2;388.25;495.619047619048;499.76404494382
"342";"85-c";277.963636363636;284.3;283.7;283.65;282.280952380952;280.554189944134;31.0545454545455;34;33.58;32.625;27.2428571428571;28.3463687150838;701.636363636364;308;352.2;388.25;495.619047619048;499.76404494382
"343";"99-a";294.118181818182;296.4;295.58;296.225;296.352380952381;295.494972067039;74.4363636363636;80.6;76.48;77.125;75.3428571428571;71.1525139664805;490.090909090909;577;578;561.25;524.47619047619;500.320224719101
"344";"99-b";294.118181818182;296.4;295.58;296.225;296.352380952381;295.494972067039;74.4363636363636;80.6;76.48;77.125;75.3428571428571;71.1525139664805;490.090909090909;577;578;561.25;524.47619047619;500.320224719101
"345";"99-c";294.118181818182;296.4;295.58;296.225;296.352380952381;295.494972067039;74.4363636363636;80.6;76.48;77.125;75.3428571428571;71.1525139664805;490.090909090909;577;578;561.25;524.47619047619;500.320224719101
